FID,BRG NO,STRUCTURE_,BRIDGE_NAM,DESCRIPTIO,DESCRIPT_1,DESCRIPT_2,FACI_TYPE_,OPER_STAT_,FEATUREREL,CURRENT_YN,BRDG_TYPE_,COMMENT_,Long,Lat
147,9525,8694,<Null>,CULVERT UNDER SH10,PROPERTY ACCESS,73.2KM NTH. BALLINA,9,O,5/11/2015 0:00:00,Y,CCULP, ,153.515199999999993,-28.293530000299999
148,7904,8893,<Null>,THE GRAND PDE,PEDESTRIAN BR,BRIGHTON LE SANDS,5,O,5/11/2015 0:00:00,Y,<Null>, ,151.156442999999996,-33.960504000100002
149,551,444,<Null>,RLY+PROSPECT CK,BR ON HORSLEY DR,AT FAIRFIELD,5,O,5/11/2015 0:00:00,Y,PGIRD, ,150.961610000999997,-33.870589999600000
150,10701,9822,<Null>,BOREE CREEK,BRIDGE,32.1 KM W OF ORANGE,5,O,5/11/2015 0:00:00,Y,PSUTG, ,148.805712999999997,-33.235203999900001
151,1114,869,<Null>,UNNAMED CREEK,9 CELL CULVERT,33.69KM E DUNEDOO,4,O,5/11/2015 0:00:00,Y,CCULV, ,149.701750000000004,-32.063449999699998
152,9044,8556,<Null>,GENERAL HOLMES DR,BRIDGE ON M5(E/B),KYEEMAGH,5,O,5/11/2015 0:00:00,Y,PSUTG, ,151.170029999999997,-33.946289999999998
153,2088,2089,<Null>,DALHOUSIE CREEK,CULVERT ON SH10,32.76KM S COFF HBR,4,O,5/11/2015 0:00:00,Y,CCULV, ,153.007399999999990,-30.537400000400002
154,9554,8723,20.25KM NTH KYOGLE,UNDER SR83,STOCK UNDERPASS #2,DOURRIGANS GAP,4,O,5/11/2015 0:00:00,Y,SARCH, ,152.917158000000001,-28.481849000000000
155,6706,7286,<Null>,MEDWAY CREEK,CONCRETE BRIDGE,17.72KM N OF DUBBO,5,O,5/11/2015 0:00:00,Y,PPLNK, ,148.572429999999997,-32.116230000300000
156,7618,2619,<Null>,UNNAMED CK,WIDENED CULVERT ON SH10,STH. DIAMOND HD BRG,4,O,5/11/2015 0:00:00,Y,CCULV, ,153.192303000000010,-30.149904000100001
157,9500,8669,<Null>,GROOMBRIDGES CREEK,BRIDGE ON SHO9,TENTERFIELD,5,O,5/11/2015 0:00:00,Y,PPLNK, ,152.013520000000000,-29.069269999599999
158,8793,7940,PETER ELKS BRIDGE,CAMP CREEK,BRIDGE ON SH12,67.13K WEST GRAFTON,5,O,5/11/2015 0:00:00,Y,TDOOL, ,152.422699999999992,-29.457859999600000
159,426,359,FITZROY BRIDGE,SOUTH CREEK,BR ON WINDSOR RD,MCGRATHS HILL,5,O,5/11/2015 0:00:00,Y,PGIRD, ,150.825610000000012,-33.606860000399998
160,9538,8707,22.91KM W WARIALDA,GWYDIR R OVERFLOW,BRIDGE #2 ON SH12,GRAVESEND,5,O,5/11/2015 0:00:00,Y,PPLNK, ,150.365029999999990,-29.583400000400001
161,9377,8499,<Null>,UNNAMED CREEK,2 CELL CULVERT,27.31KM N BOURKE,4,O,5/11/2015 0:00:00,Y,CCULV, ,146.021530000000013,-29.876910000100001
162,5493,3552,<Null>,UNNAMED CREEK,CULVERT,50.9 W WEST WYALONG,4,O,5/11/2015 0:00:00,Y,CCULV, ,146.680569999999989,-33.884909999599998
163,9065,8233,<Null>,OVER PACIFIC HWAY,TANDYS LANE BRIDGE,39.23KM NTH BALLINA,5,O,5/11/2015 0:00:00,Y,PVSLB, ,153.540819999999997,-28.572119999700000
164,6440,4018,<Null>,COOTAMUNDRY CK NO2,BRIDGE,2.7 S COOTAMUNDRA,5,O,5/11/2015 0:00:00,Y,CBEAM, ,148.003680000000003,-34.648769999700001
165,10748,9871,<Null>,VIADUCT NO 2,E/B PBOXG BRIDGE,SEAHAMPTON,5,O,5/11/2015 0:00:00,Y,PBOXG, ,151.581330000000008,-32.880470000000003
166,10051,9124,5 MATES CROSSING,RAIL  L/CROSSING,BRIDGE,GEROGERY,5,O,5/11/2015 0:00:00,Y,SBEAM, ,146.997800000000012,-35.874280000100001
167,8841,7995,<Null>,DARLING MILLS CK,BR ON M2 (E/B),BAULKHAM HILLS,5,O,5/11/2015 0:00:00,Y,PSUTG, ,151.006010000000003,-33.766669999599998
168,10412,9623,<Null>,OVER HW10,BRIDGE ON MR600,KEW,5,O,5/11/2015 0:00:00,Y,PSUTG, ,152.726501000000013,-31.634391000299999
169,7346,5913,CARRINGTON BRIDGE,WALLIS CK,PGIRD BRIDGE,20.95K W OF TORONTO,5,O,5/11/2015 0:00:00,Y,PGIRD, ,151.476089999999999,-32.907338999600000
170,11078,10580,<Null>,UNDER HW1,STOCK UNDERPASS,STH OF KINGSWOOD CREEK BR,4,O,5/11/2015 0:00:00,Y,CCULP, ,149.821159999999992,-36.731510000000000
171,7511,5943,PILES CREEK,PILES CREEK,PGIRD  BRIDGE S/B,66 KM N OF SYDNEY,5,O,5/11/2015 0:00:00,Y,PGIRD, ,151.286992999999995,-33.422784999900003
172,3414,1319,20.8KM STH. TAMWOR,TOMS GULLY,CULVERT ON SH09,NR GOONOO GOONOO,4,O,5/11/2015 0:00:00,Y,CCULV, ,150.907729999999987,-31.265240000199999
173,4116,6347,<Null>,RAILWAY,BRIDGE,MOLONG,5,O,5/11/2015 0:00:00,Y,TSLAM, ,148.862539999999996,-33.082350000200002
174,3641,1528,<Null>,EASTERN GULLY,5/2.13/1.52 CCULV,38.20K W OF MERRIWA,4,O,5/11/2015 0:00:00,Y,CCULV, ,150.006540000000001,-32.035160000200001
175,3648,1534,15.8KM NTH TAM,OVER MOORE CK,CULVERT ON SR63,NEAR OXLEY VALE,4,O,5/11/2015 0:00:00,Y,CCULV, ,150.867829999999998,-30.973820000300002
176,7850,686,<Null>,OV SPRING GULLY CK,ARCH CULVERT ON F.3,29.25KM N OF SYDNEY,4,O,5/11/2015 0:00:00,Y,CARCH, ,151.121553000999995,-33.691724000199997
177,3143,3304,<Null>, UNNAMED CREEK,CULVERT,10.1 W RANKINS SPR,4,O,5/11/2015 0:00:00,Y,CCULV, ,146.168260000000004,-33.876679999600000
178,9883,9388,<Null>,M4,BR ON M7 SB,EASTERN CREEK,5,O,5/11/2015 0:00:00,Y,PPSBG, ,150.854199999999992,-33.798889999899998
179,3677,1559,14.11K NTH QUIRINDI,OV QUIPOLLY CK,BRIDGE ON SH29,NR QUIRINDI,5,O,5/11/2015 0:00:00,Y,PGIRD, ,150.605169999999987,-31.440400000200000
180,5689,3731,<Null>,TUMBARUMBA CREEK,BRIDGE,TUMBARUMBA,5,O,5/11/2015 0:00:00,Y,CSLAB, ,148.008620000000008,-35.776460000100002
181,10989,10113,<Null>,UNNAMED CREEK,4 CELL CULVERT,56.4K W OF BATHURST,4,O,5/11/2015 0:00:00,Y,CCULP, ,149.109769999999997,-33.631540000000001
182,6792,5870,<Null>,UNNAMED CK,4/2.48/1.20 CCULP,8.03 K W OF DENMAN,4,O,5/11/2015 0:00:00,Y,CCULP, ,150.636550000000000,-32.331420000400001
183,9557,8726,<Null>,UNDER SR83,STOCK UNDERPASS,AT HILLCREST AVENUE,4,O,5/11/2015 0:00:00,Y,CCULP, ,153.032059999000012,-28.840539999600001
184,8161,2652,<Null>,CHRISTMAS CREEK,BRIDGE ON SH10,4.37KM NTH KEMPSEY,5,O,5/11/2015 0:00:00,Y,SGIRD, ,152.854199999999992,-31.042599999800000
185,6678,5040,ROSSIS CROSSING,WOLLONDILLY RIVER,TRUSS BRIDGE OVER,AT GOULBURN,5,O,5/11/2015 0:00:00,Y,TTRUS, ,149.678033999999997,-34.733473999799998
186,1198,6216,<Null>,PIG AND WHISTLE CREEK,7 CELL CULVERT,1.47K SW GULGONG,4,O,5/11/2015 0:00:00,Y,CCULV, ,149.482149999999990,-32.403610000299999
187,7900,7419,<Null>,"OVER FIG ST, WESTERN END",BRIDGE ON JONES ST,PYRMONT,8,O,5/11/2015 0:00:00,Y,PPLNK, ,151.195083000000011,-33.875623999600002
188,7713,5979,<Null>, LORDS CREEK,PGIRD BRIDGE N/B,122.5KM N OF SYDNEY,5,O,5/11/2015 0:00:00,Y,PGIRD, ,151.501242999999988,-33.007199999699999
189,9635,8996,<Null>,MENANGLE RD,SB RD BR ON GILCH D,CAMPBELLTOWN,5,O,5/11/2015 0:00:00,Y,<Null>, ,150.800232999999992,-34.071384000400002
190,10175,9244,<Null>,UNNAMED CK,6 CELL CULVERT,112KM N BROKEN HILL,4,O,5/11/2015 0:00:00,Y,CPIPE, ,141.738360000999990,-31.070020000000000
191,10400,9611,<Null>,AT CONJOLA,VEHICLE UNDERPASS,<Null>,4,O,5/11/2015 0:00:00,Y,CCULP, ,150.436080000000004,-35.212080000299999
192,2581,2529,KORNS BRIDGE,ROUS RIVER,BRIDGE ON RR399,CRYSTAL CREEK,5,O,5/11/2015 0:00:00,Y,XTRUS, ,153.320240000000013,-28.311170000200001
193,10128,9469,<Null>,GREAT STH RAIL LINE,BRIDGE,CORRYS ROAD,5,O,5/11/2015 0:00:00,Y,PPLNK, ,146.958299998999991,-36.051800000000000
194,4058,6290,<Null>,EULAMORE STREET,CONCRETE BRIDGE,AT CARCOAR,5,O,5/11/2015 0:00:00,Y,PVSLB, ,149.139600000000002,-33.615739999699997
195,2705,939,<Null>,UNNAMED CREEK,CULVERT ON SH09,24.87KM NTH GLN INN,4,O,5/11/2015 0:00:00,Y,CCULV, ,151.870339999999999,-29.580590000099999
196,7296,7332,GEORGE CHAFFEY BR,MURRAY RIVER,BRIDGE,AT MILDURA,5,O,5/11/2015 0:00:00,Y,PBOXG, ,142.174416000000008,-34.181317000000000
197,2128,2128,<Null>,CORINDI CREEK,BRIDGE ON SH10,34.79KM N COFF HARB,5,O,5/11/2015 0:00:00,Y,PPLNK, ,153.189400000000006,-30.024199999600000
198,7840,5154,<Null>,BROOKS CREEK,N/B BRIDGE OVER,29.5KM N OF C'BERRA,5,O,5/11/2015 0:00:00,Y,PGIRD, ,149.347928999999993,-35.119390999799997
199,8497,7829,WINDEYERS CREEK,WINDEYERS CREEK,PPLNK BRIDGE N/B,25.24 K N NEWCASTLE,5,O,5/11/2015 0:00:00,Y,PPLNK, ,151.750149999999991,-32.778570000199998
200,9953,8984,FRANCIS LONGWORTH,LANSDOWNE RIVER,PSTUG BRIDGE S/B,21.0KM N OF TAREE,5,O,5/11/2015 0:00:00,Y,PSUTG, ,152.611150000000009,-31.841205000300000
201,2168,2164,DUCK CREEK BRIDGE, DUCK CREEK,BRIDGE ON SH10,INTERSECTION SH16,5,O,5/11/2015 0:00:00,Y,SBEAM, ,153.497919999999993,-28.866610000300000
202,7534,1961,<Null>,SANDY CREEK,BRIDGE ON SH16,31.58KM EAST TENTER,5,O,5/11/2015 0:00:00,Y,PGIRD, ,152.244380000000007,-28.921980000100000
203,8584,7717,<Null>,UNNAMED CREEK 44.37,CULVERT,W OF WEST WYALONG,4,O,5/11/2015 0:00:00,Y,CCULV, ,146.748799999999989,-33.875339999900000
204,10690,9811,JANE STREET,PRINCES HWY,BRIDGE OVER,AT NOWRA,5,O,5/11/2015 0:00:00,Y,<Null>, ,150.605333000000002,-34.876313999700002
205,328,282,<Null>,BYRNES CK,CULV ON SH 5,ST MARYS,4,O,5/11/2015 0:00:00,Y,CCULV, ,150.765260000000012,-33.769798999599999
206,6495,4045,<Null>,STOCKINBINGAL SN674,LEVEL CROSSING AT,<Null>,6,O,5/11/2015 0:00:00,Y,<Null>, ,147.872999999999990,-34.499649999799999
207,4406,6619,<Null>,FITZELLS CREEK,6 CELL CULVERT,30.21KM NE DUBBO,4,O,5/11/2015 0:00:00,Y,CCULV, ,148.874339999999989,-32.213470000000001
208,8231,4291,<Null>,UNNAMED CREEK,CULVERT,14.1 KM S TARCUTTA,4,O,5/11/2015 0:00:00,Y,CCULP, ,147.657049999999998,-35.358149999600002
209,89,78,<Null>,BUNNERONG MAIN DRAI,BR ON BOTANY RD,MATRAVILLE,5,O,5/11/2015 0:00:00,Y,PPLNK, ,151.220321000000013,-33.963311000399997
210,5069,7185,<Null>,UNNAMED CREEK,17 CELL CULVERT,38.94KM W WILCANNIA,4,O,5/11/2015 0:00:00,Y,CCULV, ,142.996520000000004,-31.590039999799998
211,9195,8358,<Null>,MAJURA ROAD,N/B BRIDGE OVER,<Null>,5,O,5/11/2015 0:00:00,Y,PPLNK, ,149.221260999999998,-35.193636999600002
212,10840,9963,<Null>,WATER SUPPLY CANAL,SB BR ON CDN VLY WY,LEPPINGTON,5,A,5/11/2015 0:00:00,Y,<Null>, ,150.825377000999993,-33.958613999999997
213,939,4589,<Null>,ALLENS CREEK,S/B BRIDGE OVER,AT SPRINGHILL ROAD.,5,O,5/11/2015 0:00:00,Y,PUNIT, ,150.872539999999987,-34.460810000000002
214,281,239,<Null>,NEPEAN RIVER AT,BRIDGE ON M4 W/B,REGENTVILLE,5,O,5/11/2015 0:00:00,Y,PBOXG, ,150.660580000000010,-33.765281999999999
215,5464,3523,<Null>,JANEY'S CREEK,CULVERT,23.3KM E OF TUMUT,4,O,5/11/2015 0:00:00,Y,CCULV, ,148.278220000000005,-35.472330000100001
216,5675,3720,<Null>,GRIFFITH SN350P,LEVEL CROSSING AT,<Null>,6,O,5/11/2015 0:00:00,Y,<Null>, ,146.055129999999991,-34.289100000300003
217,9759,8929,MILLERS  BRIDGE,(W/B)CABARAMATTA CK,BR ON HOXTON PK RD,MILLER,5,O,5/11/2015 0:00:00,Y,PPLNK, ,150.873496999999986,-33.927788999699999
218,8225,5257,<Null>,UNDER SH3,STOCK UNDERPASS,33.47KM S GOULBURN,4,O,5/11/2015 0:00:00,Y,CCULP, ,149.444310000000002,-34.910379999600003
219,9777,9215,<Null>,GLENGOWRIE,CULVERT AT,4.7KM NTH OF KIAMA,4,O,5/11/2015 0:00:00,Y,CCULP, ,150.833879999999994,-34.633130000199998
220,5064,7181,<Null>,DARLING RIVER F/PLN,BRIDGE,3.43KM SE WILCANNIA,5,O,5/11/2015 0:00:00,Y,PPLNK, ,143.394470000000013,-31.586309999699999
221,11569,10705,<Null>,FAUNA UPASS,900MM CPIPE CULVERT,54.50KM NTH OF NCLE,4,O,5/11/2015 0:00:00,Y,CPIPE, ,151.966440000000006,-32.620460000400001
222,5540,3593,<Null>,UNNAMED CREEK,CULVERT,61.4KM N NARRANDERA,4,O,5/11/2015 0:00:00,Y,CCULV, ,146.880910000000000,-34.409979999599997
223,3427,1332,6.7KM NTH TAMWORTH,OV LODER'S GULLY,WIDENED BOURKE'S BR,AT NEMINGHA,5,O,5/11/2015 0:00:00,Y,CBEAM, ,150.982360000000000,-31.124119999500000
224,8361,7516,<Null>,DHOUR BRANCH RAIL,BRIDGE ON LEE ST,SYDNEY,5,O,5/11/2015 0:00:00,Y,<Null>, ,151.203352999999993,-33.884314000400003
225,10971,10095,<Null>,OVER UNNAMED CREEK,5 PIPE CULVERT,1.2KM SW DUNEDOO,4,O,5/11/2015 0:00:00,Y,CCULP, ,149.381609999999995,-32.020570000399999
226,3771,1647,<Null>,CHANDLER RIVER,BRIDGE ON SR76,NEAR WOLLOMOMBI,5,O,5/11/2015 0:00:00,Y,PGIRD, ,152.063050000000004,-30.515610000100001
227,1884,2044,<Null>,OYSTER CREEK,CULVERT ON SH10,38.12KM S COFF HBR,4,O,5/11/2015 0:00:00,Y,CCULV, ,153.002100000000013,-30.583799999699998
228,3478,1377,<Null>,MAINEY'S CREEK,BRIDGE ON SH11,8.95KM EAST WALCHA,5,O,5/11/2015 0:00:00,Y,PGIRD, ,151.673679999999990,-31.013009999800001
229,8291,6078,<Null>, LAND SLIP,CSLAB BRIDGE,CHEERO POINT,5,O,5/11/2015 0:00:00,Y,CSLAB, ,151.191835999999995,-33.511961000200003
230,6315,4893,<Null>,UNNAMED CREEK,N/B CULVERT OVER,<Null>,4,O,5/11/2015 0:00:00,Y,CCULP, ,149.567765000000009,-34.839424000400001
231,1877,2040,10.4KM N MACKSVILLE,BELLWOOD CREEK,BRIDGE ON SH10,S OF NAMBUCCA HEADS,5,O,5/11/2015 0:00:00,Y,PGIRD, ,152.989900000000006,-30.652999999700000
232,7536,4197,<Null>,COONEY'S CREEK,RECONSTR'D BRI. S/B,4KM S-W JUGIONG,5,O,5/11/2015 0:00:00,Y,PGIRD, ,148.298499999999990,-34.845859999600002
233,3769,1645,SANDY CREEK BRIDGE,SANDY CREEK,BRIDGE ON SR76,54.09K EAST ARMIDAL,5,O,5/11/2015 0:00:00,Y,CBEAM, ,152.178679998999996,-30.494700000100000
234,720,4437,<Null>,BEWONG CREEK,CULVERT OVER,<Null>,4,O,5/11/2015 0:00:00,Y,CCULV, ,150.530660000000012,-35.085039999599999
235,3533,1428,<Null>,JACK HALLS FD/WY,3 CELL CULVERT,13.15KM SW C'BRAN,4,O,5/11/2015 0:00:00,Y,CCULV, ,149.271790000000010,-31.370130000300001
236,3432,1336,16.9KM NTH TAMWORTH,OVER SANDY CREEK,BRIDGE ON SH09,NEAR KOOTINGAL,5,O,5/11/2015 0:00:00,Y,PUNIT, ,151.050849999999997,-31.051390000300000
237,2329,2299,<Null>,DILKOON CREEK,BRIDGE ON SR83,26.33KM N GRAFTON,5,O,5/11/2015 0:00:00,Y,PUNIT, ,152.976660000000010,-29.484320000299999
238,7871,691,<Null>,OVER BOUNDARY CREEK,E/B OFFLOAD RAMP-F4,AT HOMEBUSH,5,O,5/11/2015 0:00:00,Y,PPLNK, ,151.068489999999997,-33.856279999599998
239,11453,10476,<Null>,CRK AT MUGOA RD,6PIPE CULV ON 6004,REGENTVILLE,4,O,5/11/2015 0:00:00,Y,CCULP, ,150.667722999999995,-33.771134000200000
240,10869,9992,<Null>,HUNTER EXPRESSWAY,PSUTG BRIDGE,MCLEODS ROAD,5,O,5/11/2015 0:00:00,Y,PSUTG, ,151.490432999999996,-32.801764000399999
241,6846,594,<Null>,HASLAMS CK,BRIDGE ON M4 W/B,HOMEBUSH BAY,5,O,5/11/2015 0:00:00,Y,PGIRD, ,151.050399999000007,-33.847329999999999
242,6743,5052,<Null>,RLY+ON-LOADING,S/B BRIDGE OVER,RAMP NEAR YANDERRA,5,O,5/11/2015 0:00:00,Y,PGIRD, ,150.580725000000001,-34.318816000399998
243,9873,9374,<Null>,REEDY CR TRIBUTARY,BR ON M7 SB,EASTERN CR,5,O,5/11/2015 0:00:00,Y,PPLNK, ,150.852290000000011,-33.809030000299998
244,6109,4748,<Null>,UNNAMED CREEK,CULVERT OVER,<Null>,4,O,5/11/2015 0:00:00,Y,CCULV, ,150.102980000000002,-35.642939999600003
245,9728,8910,<Null>,UNNAMED CREEK,CULVERT,24.8KM N CULCAIRN,4,O,5/11/2015 0:00:00,Y,CCULV, ,147.034549999999996,-35.446580000200001
246,1368,5371,CROKERS CREEK,CROKERS CREEK,N/B  3/3.04/1.52CUL,26.21 K S OF HEXHAM,4,O,5/11/2015 0:00:00,Y,CCULV, ,151.685730000999996,-33.000810000300000
247,4679,6872,<Null>,YONGII CREEK,8 CELL CULVERT,38.83KM NW NYNGAN,4,O,5/11/2015 0:00:00,Y,CCULV, ,146.939330000000012,-31.290299999599998
248,10947,10071,<Null>,UNNAMED CK,CCULP CULVERT,RUTHERFORD,4,O,5/11/2015 0:00:00,Y,CCULP, ,151.518550000000005,-32.711580000300003
249,9943,9442,<Null>,OL WNDSR RD & TWAY,BR ON M7 WB,KINGS LANGLEY,5,O,5/11/2015 0:00:00,Y,PPSBG, ,150.949950000000001,-33.751680000100002
250,8746,7902,NUNNS CREEK,NUNNS CREEK,3/3.05/1.22 CCULP,5.27 K N OF GOSFORD,4,O,5/11/2015 0:00:00,Y,CCULP, ,151.382000000000005,-33.438000000300001
251,8641,7773,WATERFALL WAY ARCH,PACIFIC HIGHWAY,ARCH BRIDGE ON SR76,RALEIGH DEVIATION,5,O,5/11/2015 0:00:00,Y,CARCH, ,153.002610000000004,-30.461579999900000
252,8722,7868,<Null>,YARRAMAN FLDWAY 2,24 CELL CULVERT,6.33KM N OF MOREE,4,O,5/11/2015 0:00:00,Y,CCULV, ,149.889070000000004,-29.426679999800001
253,6843,591,<Null>,OVER BIRNIE AVE,BRIDGE ON F.4 - W/B,AT LIDCOMBE,5,O,5/11/2015 0:00:00,Y,PGIRD, ,151.061860001000014,-33.854650000200003
254,9338,8539, ,UNNAMED CREEK,PIPE CULVERT SH10,NR. FIDDAMANS ROAD,4,O,5/11/2015 0:00:00,Y,CPIPE, ,153.174966869000002,-30.170378664099999
255,1315,5319,<Null>,UNNAMED CK,3/2.40/1.37 CCULV,4KM W OF MAITLAND,4,O,5/11/2015 0:00:00,Y,CCULV, ,151.509999999999991,-32.708000000299997
256,8770,7919,WORTHING CREEK,WORTHING CREEK,3/3.30/1.50 CCULP,6.51 K E OF GOSFORD,4,O,5/11/2015 0:00:00,Y,CCULP, ,151.397999999999996,-33.435000000099997
257,5625,3675,<Null>,HARRIS GATES SN340,LEVEL CROSSING AT,19.6 N JUNEE,6,O,5/11/2015 0:00:00,Y,<Null>, ,147.764890000000008,-34.803410000200003
258,1391,5393,BULGA CREEK,BULGA CREEK,SGIRD  BRIDGE,61.78 K N NEWCASTLE,5,O,5/11/2015 0:00:00,Y,SGIRD, ,152.039779000000010,-32.636246000400000
259,1022,6120,<Null>,GEORGES PLAINS,LEVEL CROSSING AT,SN241,6,O,5/11/2015 0:00:00,Y,<Null>, ,149.525100000000009,-33.513620000400003
260,9160,8589,<Null>,SALTHOLE CREEK,BRIDGE,36.3KM N BROKEN HLL,5,O,5/11/2015 0:00:00,Y,PBEAM, ,141.616849999999999,-31.690069999999999
261,7232,4159,<Null>,CANAL,MIRROOL CK BRANCH,9.5 S GRIFFITH,5,O,5/11/2015 0:00:00,Y,PPLNK, ,146.036509999999993,-34.370839999600001
262,9558,8727,<Null>,LAGOON CREEK,BRIDGE ON SR83,13.33KM NTH CASINO,5,O,5/11/2015 0:00:00,Y,PPLNK, ,152.985140000000001,-28.769199999600001
263,7696,5136,<Null>,OVER SH2 AT HODDLES,BRIDGE ON SH25,CROSS ROADS,5,O,5/11/2015 0:00:00,Y,PBOXG, ,150.250550000000004,-34.586189999600002
264,7972,7384,<Null>,WILLANDRA CK FD/PLN,BRIDGE NO.2,39.1KM S OF IVANHOE,5,O,5/11/2015 0:00:00,Y,CSLAB, ,144.563950000000006,-33.158630000099997
265,921,4574,<Null>,PT.KEMBLA,RLY BR OV RD AT,<Null>,5,O,5/11/2015 0:00:00,Y,SGIRD, ,150.898890001000012,-34.471080000000001
266,10385,9596,<Null>,COLEMAN STREET,S/B BRIDE,<Null>,5,O,5/11/2015 0:00:00,Y,PSUTG, ,148.159840000000003,-34.954499999799999
267,1343,5346,<Null>,UNNAMED CREEK,2/3.65/3.65CCULV,79.2K W OF MAITLAND,4,O,5/11/2015 0:00:00,Y,CCULV, ,150.965000000000003,-32.361999999799998
268,1626,5599,CHINAMANS HOLLOW,CHINAMANS HOLLOW,CBEAM BRIDGE,4.33 K W OF KURRI,5,O,5/11/2015 0:00:00,Y,CBEAM, ,151.452888999999999,-32.814394999599998
269,6401,4956,<Null>,TUENA RIVER,BRIDGE OVER,<Null>,5,O,5/11/2015 0:00:00,Y,CBEAM, ,149.318639999999988,-33.958409999700002
270,5552,3604,<Null>,UNNAMED CREEK,CULVERT,25.1KM N ARDLETHAN,4,O,5/11/2015 0:00:00,Y,CCULV, ,147.094990001000014,-34.287649999899998
271,2256,2238,PIORA BRIDGE,DEEP CREEK,BRIDGE ON SH16,21.81 W CASINO,5,O,5/11/2015 0:00:00,Y,PGIRD, ,152.853340000000003,-28.846260000099999
272,6026,4678,<Null>,HANSCOMBE CREEK,BRIDGE OVER,<Null>,5,O,5/11/2015 0:00:00,Y,PUNIT, ,149.744469998999989,-36.625540000000001
273,9154,8581,<Null>,GRAMBY CREEK,BRIDGE,2.1KM N  MENDOORAN,5,O,5/11/2015 0:00:00,Y,PPLNK, ,149.101990000000001,-31.829190000000001
274,10346,9557,<Null>,VEHICLE ACCESS,UNDERPASS FOR,<Null>,4,O,5/11/2015 0:00:00,Y,CCULP, ,150.441646999999989,-35.198183000100002
275,3196,3343,<Null>,DELTA CREEK,CULVERT,54.1 N DENILIQUIN,4,O,5/11/2015 0:00:00,Y,CCULV, ,144.812220000999986,-35.094299999900002
276,9889,9377,<Null>,ACCESS RD,M7NB ON RAMP TO M4,EASTERN CREEK,5,O,5/11/2015 0:00:00,Y,PPLNK, ,150.853059999999999,-33.801770000200001
277,274,233,<Null>,AT KENT RD,BDGE OV FREEWAY,ORCHARD HILLS,5,O,5/11/2015 0:00:00,Y,PGIRD, ,150.750503000000009,-33.783043999900002
278,548,441,<Null>,NORTHERN RAILWAY,BR ON BRIDGE RD,HORNSBY,5,O,5/11/2015 0:00:00,Y,CARCH, ,151.100180001000012,-33.697490000199998
279,1388,5390,REEDY CREEK,REEDY CK,2/3.04X1.52 CCULP CULVERT,49.99KM N NCLE,4,O,5/11/2015 0:00:00,Y,CCULP, ,151.918675000000007,-32.647097999800003
280,4685,6878,<Null>,UNNAMED CREEK,3 CELL CULVERT,56.19KM NW NYNGAN,4,O,5/11/2015 0:00:00,Y,CCULV, ,146.830980000000011,-31.164430000300001
281,6071,4718,<Null>,HELMER'S CREEK,CULVERT OVER,<Null>,4,O,5/11/2015 0:00:00,Y,CCULV, ,149.293304000000006,-36.626366000099999
282,7614,2615,27.37KM N COFF HARB,DARKUM CREEK,CULVERT ON OLD PACIFIC HW,NTH. WOOLGOOLGA,4,O,5/11/2015 0:00:00,Y,CCULV, ,153.188099999999991,-30.089100000199998
283,11130,10555,<Null>,UNDER MR95,FAUNA UNDERPASS,AT ALLENS CREEK NEAR,4,O,5/11/2015 0:00:00,Y,CCULP, ,150.704790000000003,-34.254379999699999
284,853,4521,<Null>,FLANAGANS CREEK,CULVERT OVER,AT THIRROUL,4,O,5/11/2015 0:00:00,Y,CCULV, ,150.926559999999995,-34.313890000100002
285,6282,3961,<Null>,TWO MILE CREEK,CULVERT ON N/B CWY,2.4KM S OF BOWNING,4,O,5/11/2015 0:00:00,Y,CCULV, ,148.778079999999989,-34.768879999900001
286,4670,6863,<Null>,YNGAN SN98,LEVEL CROSSING AT N,<Null>,6,O,5/11/2015 0:00:00,Y,<Null>, ,147.198229999999995,-31.563330000400001
287,1381,5383,SEVEN MILE CREEK,SEVEN MILE CREEK,2/3.04/2.13 CULP,36.31 K N NEWCASTLE,4,O,5/11/2015 0:00:00,Y,CCULV, ,151.807670000000002,-32.694909999700002
288,4754,6944,<Null>,MEADOWS CREEK,3 CELL CULVERT,56.4KM W COBAR,4,O,5/11/2015 0:00:00,Y,CCULV, ,145.252780000000001,-31.545430000300001
289,8565,7704,KING ST OFF RAMP,DARLING HARBOUR,VIADUCT OVER,( PK 2-4 & PE 17 W),5,O,5/11/2015 0:00:00,Y,PBOXG, ,151.203339999999997,-33.868919999799999
290,5047,7168,LOUTH BRIDGE,DARLING RIVER,BRIDGE,LOUTH,5,O,5/11/2015 0:00:00,Y,STRUS, ,145.114959999999996,-30.534929999599999
291,3226,3369,<Null>,MACINTYRES CK N/B,CULVERT,10.8 KM S TARCUTTA,4,O,5/11/2015 0:00:00,Y,CCULV, ,147.646119999999996,-35.332699999799999
292,3728,1606,<Null>,KURRAJONG CREEK,4 CELL CULVERT,27.9KM W BOGGABRI,4,O,5/11/2015 0:00:00,Y,CCULV, ,149.918980000000005,-30.527319999700001
293,9261,8445,45.032KM STH CASINO,UNNAMED CREEK,CULVERT ON SR83,AT PINE FOREST,4,O,5/11/2015 0:00:00,Y,CPIPE, ,152.986903000000012,-29.243638000299999
294,138,127,<Null>,OV STRINGY BARK CK,BRIDGE ON MR373,AT WEST LANE COVE,5,O,5/11/2015 0:00:00,Y,CARCH, ,151.154860000000014,-33.808199999800003
